,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,Launceston,21,AU,1556912840,100,-41.43,147.14,48.99,6.93
278,Hailar,100,CN,1556912790,31,49.2,119.7,45.77,17.69
279,Kaohsiung,75,TW,1556912990,94,22.62,120.31,73.4,4.7
280,Katobu,100,ID,1556913012,94,-4.94,122.53,76.37,0.27
281,Mayo,75,CA,1556910000,21,63.59,-135.9,35.6,6.93
282,Orlovskiy,76,RU,1556913013,78,46.87,42.05,51.17,6.98
283,Auki,99,NG,1556913013,52,12.18,6.51,87.71,10.89
284,Miguel Calmon,67,BR,1556913013,89,-11.43,-40.6,69.89,4.56
285,Russellville,75,US,1556912712,83,35.28,-93.13,73.0,6.93
286,Vilhena,75,BR,1556910000,74,-12.74,-60.15,82.4,8.05
287,Bathsheba,40,BB,1556910000,66,13.22,-59.52,86.0,21.92
288,Ormara,0,PK,1556913014,13,25.21,64.64,89.33,8.34
289,Esperance,75,TT,1556912771,83,10.24,-61.45,84.0,9.17
290,Aksarka,100,RU,1556913015,99,66.56,67.8,32.27,8.7
291,San Pedro,1,AR,1556912145,39,-33.68,-59.66,78.01,4.0
292,Gualeguay,61,AR,1556913018,75,-33.15,-59.31,69.35,7.29
293,Qaqortoq,75,GL,1556909400,27,60.72,-46.03,50.0,48.32
294,Vauvert,0,FR,1556913010,58,43.69,4.28,61.0,8.05
295,Norman Wells,75,CA,1556910000,67,65.28,-126.83,21.2,13.87
296,Colomi,20,BO,1556910000,12,-17.34,-65.87,86.0,6.93
297,Khuzdar,0,PK,1556913019,13,27.8,66.62,67.55,4.12
298,Ambon,61,FR,1556913016,87,47.55,-2.56,55.99,4.7
299,Subotica,99,RS,1556913014,69,46.1,19.66,55.99,5.39
300,Hovd,75,NO,1556913004,51,63.83,10.7,39.2,19.46
301,Centralia,90,US,1556912758,87,39.21,-92.14,60.01,8.05
302,Porto Torres,0,IT,1556913004,82,40.84,8.4,57.2,4.7
303,Lunenburg,90,US,1556912774,87,42.59,-71.72,55.99,4.7
304,Kavieng,100,PG,1556913023,83,-2.57,150.8,81.77,17.29
305,Camacha,20,PT,1556910000,55,33.08,-16.33,62.6,11.41
306,Hami,87,CN,1556913024,16,42.84,93.51,68.27,12.46
307,Nome,40,US,1556913011,100,30.04,-94.42,79.0,3.36
308,Wattegama,100,LK,1556913027,86,7.35,80.68,74.93,5.88
309,Pangnirtung,75,CA,1556910000,86,66.15,-65.72,28.4,8.05
310,Conway,90,US,1556912815,83,35.09,-92.44,75.0,11.41
311,Krasnaya Gora,90,RU,1556910000,87,53.01,31.6,53.6,2.24
312,Talaya,0,RU,1556913027,55,55.79,84.89,35.6,6.71
313,Hualmay,74,PE,1556913029,91,-11.1,-77.61,65.39,13.53
314,Kidal,0,ML,1556913029,5,18.44,1.41,96.89,5.01
315,Chabahar,0,IR,1556913029,32,25.29,60.65,85.91,2.98
316,Goderich,100,CA,1556912924,89,43.74,-81.71,48.0,1.01
317,Newcastle,64,ZA,1556913030,47,-27.76,29.92,54.05,4.97
318,Mbandaka,88,CD,1556913030,67,0.05,18.26,80.33,1.1
319,Khed Brahma,92,IN,1556913030,37,24.03,73.05,85.55,5.37
320,Karwar,100,IN,1556912881,74,14.8,74.13,78.89,3.85
321,Nikki,100,BJ,1556913030,64,9.94,3.21,85.55,5.84
322,Loja,75,EC,1556910000,45,-4.0,-79.2,82.4,10.29
323,Puro,18,PH,1556913031,84,13.13,123.76,78.17,2.53
324,Port Hawkesbury,1,CA,1556913023,40,45.62,-61.36,55.0,12.75
325,Sarai,75,IN,1556910000,88,25.78,85.28,78.8,8.05
326,Umm Kaddadah,18,SD,1556913031,7,13.6,26.69,88.61,11.12
327,Bolobo,100,CD,1556913032,64,-2.17,16.23,80.51,4.68
328,Luderitz,0,NA,1556910000,82,-26.65,15.16,62.6,10.29
329,Faya,20,SA,1556910000,40,18.39,42.45,73.4,4.03
330,Kosonsoy,1,UZ,1556908200,50,41.25,71.55,57.2,6.93
331,Mersing,3,MY,1556913027,93,2.43,103.84,77.27,1.45
332,Bubaque,1,GW,1556913033,72,11.28,-15.83,77.45,22.84
333,Lhokseumawe,58,ID,1556913033,91,5.18,97.15,73.67,3.15
334,Basco,90,US,1556912824,67,40.33,-91.2,60.01,6.93
335,Labuhan,9,ID,1556913033,90,-2.54,115.51,74.75,1.88
336,Libertador General San Martin,0,AR,1556913033,51,-23.81,-64.79,78.35,3.51
337,Makakilo City,90,US,1556912995,65,21.35,-158.09,80.01,5.82
338,Cherskiy,68,RU,1556913034,87,68.75,161.3,31.73,2.35
339,Bonavista,50,CA,1556912808,86,48.65,-53.11,37.0,14.0
340,Cuamba,26,MZ,1556913034,91,-14.8,36.54,65.75,2.68
341,Burns Lake,94,CA,1556913034,46,54.23,-125.76,55.13,11.63
342,Barra do Corda,39,BR,1556913035,82,-5.5,-45.25,79.25,2.37
343,Tselina,29,RU,1556913035,75,46.53,41.03,50.99,6.58
344,Galesong,40,ID,1556910000,100,-5.32,119.37,77.0,1.12
345,Vila Franca do Campo,20,PT,1556910000,82,37.72,-25.43,62.6,12.75
346,Beringovskiy,98,RU,1556913035,71,63.05,179.32,31.19,7.11
347,Luba,0,PH,1556913036,70,17.32,120.7,76.73,2.71
348,Yhu,14,PY,1556913036,91,-25.05,-55.92,76.37,2.8
349,San Quintin,0,PH,1556913036,70,17.54,120.52,76.73,2.71
350,Ituango,97,CO,1556913036,72,7.17,-75.76,68.27,2.15
351,Maloy,0,ID,1556913037,97,1.0,118.1,75.47,1.34
352,Santo Tomas,1,PH,1556913037,73,15.88,120.59,79.25,1.66
353,Wanaka,79,NZ,1556911864,85,-44.7,169.14,42.01,6.93
354,Gotsu,0,JP,1556913037,57,35.01,132.22,61.97,5.48
355,Kropotkin,80,RU,1556913038,94,45.43,40.58,50.63,7.27
356,Hithadhoo,100,MV,1556912905,76,-0.6,73.08,83.75,7.43
357,Miles City,40,US,1556912892,31,46.41,-105.84,60.8,19.46
358,Koumac,0,NC,1556913038,63,-20.56,164.28,76.01,11.54
359,Marquette,40,US,1556912853,43,46.54,-87.4,50.0,8.05
360,Laguna,55,MX,1556908860,7,27.52,-110.01,91.4,8.05
361,Riyadh,75,SA,1556910000,34,24.63,46.72,80.6,6.93
362,Mahon,75,IE,1556912566,57,51.89,-8.4,51.8,11.41
363,Kimbe,100,PG,1556913040,92,-5.56,150.15,77.09,2.01
364,Timmins,75,CA,1556910000,42,48.48,-81.33,48.2,8.05
365,Asosa,33,ET,1556913040,40,10.07,34.53,78.53,2.91
366,Biak,100,ID,1556913040,99,-0.91,122.88,67.19,0.49
367,Hofn,0,IS,1556908920,48,64.25,-15.21,39.2,6.93
368,Constantine,75,DZ,1556911800,93,36.36,6.61,55.4,13.87
369,Kathmandu,75,NP,1556911200,88,27.71,85.32,62.6,3.36
370,Purranque,90,CL,1556910000,82,-40.91,-73.16,60.8,8.05
371,Grootfontein,0,NA,1556913042,31,-19.56,18.1,59.99,4.21
372,Okhotsk,0,RU,1556913042,64,59.36,143.24,43.25,2.1
373,Scottsbluff,20,US,1556913011,41,41.87,-103.67,60.01,9.17
374,Saryozek,0,KZ,1556913042,61,44.36,77.98,38.03,3.58
375,Bria,67,CF,1556913043,43,6.54,21.99,83.75,2.95
376,Batemans Bay,1,AU,1556912823,90,-35.71,150.18,52.0,5.01
377,Conde,31,BR,1556913043,84,-11.81,-37.61,76.73,4.7
378,Pinega,100,RU,1556913044,86,64.7,43.39,32.81,7.34
379,Yumen,58,CN,1556913044,18,40.29,97.04,64.31,24.2
380,Oktyabrskiy,0,RU,1556912422,76,55.61,37.97,52.0,6.71
381,Mecca,3,SA,1556913044,28,21.43,39.83,91.31,2.64
382,Kamenka,8,RU,1556911460,78,53.19,44.05,54.0,6.13
383,Sao Joao da Barra,20,BR,1556910000,74,-21.64,-41.05,82.4,18.34
384,Killam,100,CA,1556913045,38,52.79,-111.86,42.71,15.93
385,Ducheng,34,CN,1556913045,57,30.54,114.9,67.55,8.08
386,Vao,98,EE,1556913046,73,59.1,26.19,31.19,9.93
387,Esparta,20,HN,1556910000,70,15.74,-87.18,89.6,2.24
388,Gladstone,90,AU,1556912682,83,-23.84,151.26,69.8,2.24
389,Orumiyeh,90,IR,1556910000,58,37.55,45.08,57.2,2.24
390,Goshen,90,US,1556913012,76,41.58,-85.83,57.99,6.93
391,Chifeng,99,CN,1556913047,31,42.27,118.96,52.97,8.68
392,Logon,4,PH,1556913047,73,11.33,124.11,83.39,6.69
393,Puerto Madryn,0,AR,1556913048,43,-42.77,-65.04,52.79,7.87
394,Ushumun,0,RU,1556913048,42,52.78,126.54,33.17,11.16
395,Santander Jimenez,94,MX,1556912807,42,24.22,-98.47,91.13,18.41
396,Pascagoula,75,US,1556913021,65,30.37,-88.56,89.01,8.05
397,Anadyr,20,RU,1556912587,92,64.73,177.51,24.8,8.95
398,Pudozh,100,RU,1556913049,78,61.81,36.54,32.63,15.61
399,Panaba,12,MX,1556913049,44,21.28,-88.27,92.03,6.87
400,Katsuura,20,JP,1556911704,82,33.93,134.5,57.2,5.82
401,Rio Grande,75,BR,1556910000,88,-32.03,-52.1,77.0,4.7
402,Severo-Yeniseyskiy,99,RU,1556913049,86,60.37,93.04,34.07,10.6
403,Magalia,75,US,1556913048,27,39.81,-121.58,75.99,6.93
404,Nanyuki,45,KE,1556913050,74,0.01,37.07,61.61,8.28
405,Ritchie,57,ZA,1556910000,59,-29.03,24.6,62.6,6.93
406,Grand Gaube,40,MU,1556912940,69,-20.01,57.66,77.0,10.29
407,Hambantota,40,LK,1556913050,79,6.12,81.12,83.21,16.4
408,Denpasar,20,ID,1556910000,88,-8.65,115.22,78.8,2.24
409,Marzuq,0,YE,1556913051,24,14.4,46.47,78.17,6.6
410,Serenje,49,ZM,1556913051,96,-13.23,30.22,59.09,4.65
411,Palmer,90,US,1556912814,87,-34.85,139.16,55.0,6.93
412,Sabha,43,LY,1556913051,12,27.03,14.43,92.39,16.4
413,Coahuayana,0,MX,1556913052,9,18.62,-100.35,105.89,4.43
414,Flinders,0,AU,1556912829,87,-34.58,150.85,64.99,11.41
415,Pacific Grove,1,US,1556912790,63,36.62,-121.92,79.0,9.17
416,Saint-Denis,75,FR,1556913028,71,48.94,2.36,55.4,3.36
417,Nizwa,0,OM,1556913053,20,22.93,57.53,79.07,3.65
418,Hengyang,11,CN,1556913053,74,26.89,112.6,69.35,2.55
419,Acapulco,5,MX,1556909040,74,16.86,-99.88,84.2,5.82
420,Xining,73,CN,1556913053,69,36.62,101.77,45.23,3.62
421,Nouadhibou,38,MR,1556910000,68,20.93,-17.03,68.0,18.34
422,San Luis Rio Colorado,1,MX,1556913004,20,32.47,-114.76,91.0,6.93
423,General Roca,40,AR,1556910000,59,-39.03,-67.58,62.6,8.05
424,Khandyga,100,RU,1556913054,94,62.65,135.58,28.13,5.77
425,Karlstad,98,SE,1556912766,74,59.38,13.5,37.99,11.41
426,Balikpapan,5,ID,1556913055,99,-1.24,116.86,72.59,1.97
427,Tuatapere,97,NZ,1556913007,78,-46.13,167.69,55.99,3.0
428,Talnakh,40,RU,1556910000,72,69.49,88.39,10.4,4.47
429,Sur,0,OM,1556913055,31,22.57,59.53,84.65,5.55
430,Manta,88,RO,1556913056,69,45.1,24.1,52.07,4.29
431,Siva,20,GR,1556912968,93,35.21,25.04,61.0,3.36
432,Elko,1,US,1556913004,23,40.83,-115.76,64.0,3.36
433,Smithers,75,CA,1556910000,46,54.78,-127.17,53.6,5.82
434,Chilca,40,PE,1556910000,26,-13.22,-72.34,71.6,5.82
435,Wanning,75,AT,1556913001,81,48.64,13.53,51.01,4.7
436,Brigantine,1,US,1556913038,77,39.41,-74.36,75.99,5.82
437,Sitka,100,US,1556912810,77,37.17,-99.65,64.0,1.99
438,Taksimo,83,RU,1556913057,71,56.36,114.84,16.97,3.98
439,Road Town,75,VG,1556912832,62,18.42,-64.62,84.2,11.41
440,Mackenzie,90,CA,1556910000,55,55.34,-123.09,39.2,5.82
441,Abha,20,SA,1556910000,40,18.22,42.5,73.4,5.48
442,Deep River,90,CA,1556912815,87,46.1,-77.49,50.0,6.93
443,Morgan City,40,US,1556913049,51,29.7,-91.21,88.0,3.36
444,Bandar,93,ID,1556913059,93,-4.2,104.14,75.29,1.95
445,Lazaro Cardenas,40,MX,1556912856,15,28.39,-105.62,82.4,7.9
446,Impfondo,65,CD,1556913059,66,1.62,18.06,79.79,2.46
447,Bereda,0,ES,1556913010,82,43.27,-7.54,55.4,6.93
448,Novoagansk,100,RU,1556913059,95,61.94,76.66,38.57,11.63
449,Puerto Plata,40,DO,1556913049,66,19.79,-70.69,90.0,17.22
450,Santa Isabel do Rio Negro,100,BR,1556913060,93,-0.41,-65.02,79.79,2.51
451,Spokane,20,US,1556913054,42,47.66,-117.42,63.0,4.7
452,Valentin Gomez Farias,90,MX,1556913017,17,24.05,-104.7,75.99,23.04
453,Kalmunai,100,LK,1556913060,89,7.42,81.82,77.09,3.27
454,Waitati,60,NZ,1556913034,90,-45.75,170.57,50.0,7.58
455,Porto Murtinho,10,BR,1556913061,65,-21.7,-57.88,86.63,6.85
456,Jalu,1,LY,1556913061,17,29.03,21.55,80.15,7.96
457,Bilibino,3,RU,1556913061,86,68.06,166.44,23.09,2.48
458,Tianpeng,16,CN,1556913062,58,28.88,112.34,67.19,2.62
459,Maniitsoq,44,GL,1556913062,32,65.42,-52.9,52.61,12.82
460,Vestmanna,44,FO,1556911200,69,62.16,-7.17,37.4,25.28
461,Seydi,0,NE,1556913063,25,13.34,7.75,88.43,5.82
462,Selma,1,US,1556912771,22,36.57,-119.61,84.0,6.71
463,Balsas,31,BR,1556912826,73,-7.53,-46.04,80.15,4.32
464,Sharjah,0,AE,1556910000,58,25.36,55.39,84.2,3.36
465,Sambava,6,MG,1556913063,98,-14.27,50.17,67.73,3.67
466,Batagay-Alyta,46,RU,1556913064,80,67.8,130.41,11.39,4.74
467,Nyurba,1,RU,1556913064,87,63.29,118.35,25.61,5.77
468,Turbat,39,PK,1556913064,18,26.0,63.05,89.51,3.69
469,Vranestica,40,MK,1556910000,62,41.45,21.03,53.6,8.05
470,Tazovskiy,78,RU,1556913064,95,67.47,78.7,14.63,7.0
471,San Rafael,12,AR,1556912924,44,-34.61,-68.33,69.89,3.69
472,Cascais,0,PT,1556913038,59,38.7,-9.42,71.6,19.46
473,Tsumeb,0,NA,1556913065,21,-19.25,17.72,66.65,4.79
474,Kirakira,34,SB,1556913066,80,-10.46,161.92,81.23,6.55
475,Benguela,90,AO,1556913066,81,-12.58,13.4,77.81,9.19
476,Kingman,1,US,1556912859,9,35.19,-114.05,93.0,8.05
477,Luwuk,100,ID,1556913066,99,-0.95,122.79,67.19,0.49
478,Togul,0,RU,1556913067,49,53.47,85.91,37.67,4.81
479,Jieshi,12,CN,1556913067,61,22.82,115.83,68.09,4.59
480,Saint Anthony,1,US,1556912707,26,43.97,-111.68,57.99,9.17
481,Ola,1,RU,1556913067,67,59.58,151.3,35.51,10.42
482,Vostok,0,RU,1556913067,58,46.45,135.83,47.57,6.78
483,Port Moresby,90,PG,1556910000,94,-9.47,147.16,77.0,5.82
484,Morbegno,75,IT,1556913021,93,46.13,9.57,55.4,2.24
485,Alcaniz,42,ES,1556913068,74,41.05,-0.13,46.13,16.78
486,Sobolevo,43,RU,1556913068,75,54.43,31.9,43.97,4.41
487,Whitehorse,90,CA,1556912741,89,60.72,-135.06,35.01,12.75
488,Wolfenbuttel,90,DE,1556912922,79,52.17,10.55,46.99,6.93
489,Santa Clara,75,CU,1556909460,55,22.41,-79.97,89.6,6.93
490,Dawlatabad,0,AF,1556913070,40,36.41,64.91,61.61,0.92
491,Cap Malheureux,40,MU,1556912940,69,-19.98,57.61,77.0,10.29
492,Lieksa,100,FI,1556913070,94,63.32,30.02,31.37,7.56
493,Micoud,40,LC,1556912806,74,13.82,-60.9,86.0,23.04
494,Canto do Buriti,24,BR,1556913071,77,-8.11,-42.94,77.99,3.8
495,Puerto Carreno,94,CO,1556910000,83,6.19,-67.49,82.4,5.82
496,Barabai,1,ID,1556913071,97,-2.59,115.38,74.03,0.36
497,Nabire,99,ID,1556913071,99,-3.36,135.5,68.99,0.92
498,Villa de Reyes,90,MX,1556908800,10,21.8,-100.93,87.8,18.34
499,Tarnow,75,DE,1556913027,83,53.78,12.02,45.0,6.93
500,Casablanca,75,MA,1556912802,88,33.6,-7.62,66.2,8.05
501,Hailey,5,US,1556912753,32,43.52,-114.32,55.99,8.05
502,Tshikapa,76,CD,1556913073,59,-6.42,20.79,77.99,1.7
503,Greytown,94,ZA,1556912921,96,-29.06,30.59,59.09,4.34
504,Torbay,90,CA,1556913037,93,47.66,-52.73,39.2,23.04
505,Bilma,1,NE,1556913073,10,18.69,12.92,88.43,4.7
506,Mizan Teferi,58,ET,1556913074,69,6.99,35.58,67.37,3.51
507,Nizhnevartovsk,40,RU,1556910000,81,60.93,76.58,42.8,8.95
508,Nantucket,90,US,1556912895,81,41.28,-70.1,54.0,3.36
509,Bara,76,NG,1556913074,32,10.41,10.6,92.03,10.47
510,San Antonio,40,CL,1556910000,82,-33.58,-71.61,62.6,5.82
511,Tessalit,0,ML,1556913077,11,20.2,1.01,96.71,13.78
512,Tomohon,20,ID,1556910000,94,1.33,124.84,77.0,2.24
513,Ballina,20,IE,1556913007,75,54.11,-9.15,46.0,13.87
514,Northam,20,GB,1556913011,76,51.04,-4.21,51.8,12.75
515,Burewala,6,PK,1556913078,18,30.16,72.68,84.65,9.46
516,Methana,20,GR,1556913034,68,37.58,23.39,66.0,4.7
517,Tamandare,100,BR,1556912958,61,-8.28,-70.75,87.53,4.59
518,Rawson,0,AR,1556913079,41,-43.3,-65.11,50.27,7.38
519,Salinas,1,US,1556912912,33,36.67,-121.66,79.0,4.7
520,Cayeli,97,TR,1556913079,93,41.09,40.73,52.43,4.05
521,Mahibadhoo,100,MV,1556913079,78,3.78,72.97,83.93,13.02
522,Bosaso,0,SO,1556913079,72,11.28,49.18,85.73,3.49
523,Seoul,1,KR,1556911200,81,37.57,126.98,53.6,1.12
524,Sassandra,100,CI,1556913080,94,4.95,-6.09,76.37,3.09
525,Darnah,90,LY,1556912909,71,32.77,22.64,63.77,12.03
526,Neyveli,100,IN,1556913080,46,11.54,79.48,88.97,7.58
527,Port Macquarie,90,AU,1556913005,100,-31.43,152.91,63.0,2.13
528,Sawtell,100,AU,1556912900,82,-30.38,153.1,68.0,11.41
529,Paraiso,90,MX,1556913017,17,24.01,-104.61,75.99,23.04
530,Mutis,100,CO,1556913081,82,6.23,-77.4,82.31,11.32
531,Prince Rupert,90,CA,1556911740,100,54.32,-130.32,46.4,6.93
532,Tchamba,50,TG,1556913082,58,9.03,1.42,84.47,5.66
533,Puerto del Rosario,75,ES,1556911800,59,28.5,-13.86,66.2,14.99
534,Talalayivka,71,UA,1556913082,88,50.96,31.92,54.05,5.48
535,Qitaihe,4,CN,1556913082,39,45.77,131.01,51.89,1.66
536,Ambulu,12,ID,1556913083,81,-8.35,113.61,78.35,6.17
537,Geraldton,90,CA,1556910000,49,49.72,-86.95,46.4,5.82
538,Nagato,0,JP,1556912343,72,34.35,131.14,59.0,4.7
539,Dingle,11,PH,1556913083,83,11.0,122.67,76.73,1.41
540,Hopkinsville,90,US,1556913007,82,36.87,-87.49,73.0,8.05
541,Leningradskiy,0,RU,1556913084,78,69.38,178.42,28.49,6.96
542,Pak Chong,66,TH,1556912775,59,14.71,101.42,82.0,9.78
543,Portland,40,US,1556912245,54,45.52,-122.67,63.0,8.05
544,Soanierana Ivongo,22,MG,1556913084,95,-16.92,49.59,71.51,5.53
545,Zhezkazgan,0,KZ,1556913084,42,47.8,67.71,43.97,9.1
546,Maceio,20,BR,1556910000,54,-9.67,-35.74,84.2,9.17
547,Oranjestad,20,AW,1556910000,66,12.52,-70.03,86.0,27.51
548,Puerto Escondido,0,MX,1556909100,66,15.86,-97.07,86.0,11.41
549,Rock Falls,1,US,1556912848,54,43.21,-93.08,60.01,4.7
550,Oga,91,NG,1556913085,84,8.18,5.65,77.81,7.47
551,Soyo,20,AO,1556913086,89,-6.13,12.37,81.77,9.69
552,Farafangana,1,MG,1556913086,94,-22.82,47.83,67.37,2.89
553,Luan,90,CH,1556912969,54,46.36,6.98,55.4,12.75
554,Kilimatinde,49,TZ,1556913086,87,-5.75,34.82,64.31,5.48
